|title|requirement
1426|§ 121.439(b)(2)|"§ 121.439   Pilot qualification: Recent experience.
(b) In addition to meeting all applicable training and checking requirements of this part, a required pilot flightcrew member who has not met the requirements of paragraph (a) of this section must re-establish recency of experience as follows:
(2) The takeoffs and landings required in paragraph (b)(1) of this section must include - 
(i) At least one takeoff with a simulated failure of the most critical powerplant;
(ii) At least one landing from an ILS approach to the lowest ILS minimum authorized for the certificate holder; and
(iii) At least one landing to a full stop.
"
1427|§ 121.439(c)|"§ 121.439   Pilot qualification: Recent experience.
(c) [Reserved]
"
1428|§ 121.439(d)|"§ 121.439   Pilot qualification: Recent experience.
(d) When using an FFS to accomplish any of the requirements of paragraphs (a) or (b) of this section, each required flightcrew member position must be occupied by an appropriately qualified person, and the FFS must be operated as if in a normal inflight environment without use of the repositioning features of the FFS.
"
1429|§ 121.439(e)|"§ 121.439   Pilot qualification: Recent experience.
(e) A check airman who observes the takeoffs and landings prescribed in paragraph (b)(1) of this section shall certify that the person being observed is proficient and qualified to perform flight duty in operations under this part and may require any additional maneuvers that are determined necessary to make this certifying statement.
"
1430|§ 121.439(f)(1)|"§ 121.439   Pilot qualification: Recent experience.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b).
(1) The Administrator may authorize a deviation from the requirements of paragraph (a) of this section based upon a designation of related aircraft in accordance with § 121.418(b) of this part and a determination that the certificate holder can demonstrate an equivalent level of safety.
"
1431|§ 121.439(f)(2)|"§ 121.439   Pilot qualification: Recent experience.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b).
(2) A request for deviation from paragraph (a) of this section must be submitted to the Administrator. The request must include the following:
(i) Identification of aircraft operated by the certificate holder designated as related aircraft.
(ii) The number of takeoffs, landings, maneuvers, and procedures necessary to maintain or re-establish recency based on review of the related aircraft, the operation, and the duty position.
"
1432|§ 121.439(f)(3)|"§ 121.439   Pilot qualification: Recent experience.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b).
(3) The administrator may, at any time, terminate a grant of deviation authority issued under this paragraph (f).
"
1433|§ 121.440(a)|"§ 121.440   Line checks.
(a) No certificate holder may use any person nor may any person serve as pilot in command of an airplane unless, within the preceding 12 calendar months, that person has passed a line check in which he satisfactorily performs the duties and responsibilities of a pilot in command in one of the types of airplanes he is to fly. 
"
1434|§ 121.440(b)(1)|"§ 121.440   Line checks.
(b) A pilot in command line check for domestic and flag operations must - 
(1) Be given by a pilot check airman who is currently qualified on both the route and the airplane; and 
"
1435|§ 121.440(b)(2)|"§ 121.440   Line checks.
(b) A pilot in command line check for domestic and flag operations must - 
(2) Consist of at least one flight over a typical part of the certificate holder's route, or over a foreign or Federal airway, or over a direct route. 
"
1436|§ 121.440(c)(1)|"§ 121.440   Line checks.
(c) A pilot in command line check for supplemental operations must - 
(1) Be given by a pilot check airman who is currently qualified on the airplane; and 
"
1437|§ 121.440(c)(2)|"§ 121.440   Line checks.
(c) A pilot in command line check for supplemental operations must - 
(2) Consist of at least one flight over a part of a Federal airway, foreign airway, or advisory route over which the pilot may be assigned.
"
1438|§ 121.441(a)(1)|"§ 121.441   Proficiency checks.
(a) No certificate holder may use any person nor may any person serve as a required pilot flight crewmember unless that person has satisfactorily completed either a proficiency check, or an approved FFS course of training under § 121.409, as follows:
(1) For a pilot in command - 
(i) Before March 12, 2019,
(A) A proficiency check within the preceding 12 calendar months and,
(B) In addition, within the preceding 6 calendar months, either a proficiency check or the approved FFS course of training.
(ii) Beginning on March 12, 2019,
(A) A proficiency check within the preceding 12 calendar months in the aircraft type in which the person is to serve and,
(B) In addition, within the preceding 6 calendar months, either a proficiency check or the approved FFS course of training.
"
1439|§ 121.441(a)(2)|"§ 121.441   Proficiency checks.
(a) No certificate holder may use any person nor may any person serve as a required pilot flight crewmember unless that person has satisfactorily completed either a proficiency check, or an approved FFS course of training under § 121.409, as follows:
(2) For all other pilots - 
(i) Within the preceding 24 calendar months either a proficiency check or the line-oriented flight training course under § 121.409; and
(ii) Within the preceding 12 calendar months, either a proficiency check or any FFS training course under § 121.409
"
1440|§ 121.441(b)(1)|"§ 121.441   Proficiency checks.
(b) Except as provided in paragraphs (c) and (d) of this section, a proficiency check must meet the following requirements: 
(1) It must include at least the procedures and maneuvers set forth in appendix F to this part unless otherwise specifically provided in that appendix. 
"
1441|§ 121.441(b)(2)|"§ 121.441   Proficiency checks.
(b) Except as provided in paragraphs (c) and (d) of this section, a proficiency check must meet the following requirements: 
(2) It must be given by the Administrator or a pilot check airman. 
"
1442|§ 121.441(c)|"§ 121.441   Proficiency checks.
(c) An approved FFS or FTD may be used in the conduct of a proficiency check as provided in appendix F to this part.
"
1443|§ 121.441(d)(1)|"§ 121.441   Proficiency checks.
(d) A person giving a proficiency check may, in his or her discretion, waive any of the maneuvers or procedures for which a specific waiver authority is set forth in Appendix F of this part if the conditions in paragraphs (d)(1) through (3) of this section are satisfied:
(1) The Administrator has not specifically required the particular maneuver or procedure to be performed.
"
1444|§ 121.441(d)(2)|"§ 121.441   Proficiency checks.
(d) A person giving a proficiency check may, in his or her discretion, waive any of the maneuvers or procedures for which a specific waiver authority is set forth in Appendix F of this part if the conditions in paragraphs (d)(1) through (3) of this section are satisfied:
(2) The pilot being checked is, at the time of the check, employed by a certificate holder as a pilot.
"
1445|§ 121.441(d)(3)|"§ 121.441   Proficiency checks.
(d) A person giving a proficiency check may, in his or her discretion, waive any of the maneuvers or procedures for which a specific waiver authority is set forth in Appendix F of this part if the conditions in paragraphs (d)(1) through (3) of this section are satisfied:
(3) The pilot being checked meets one of the following conditions:
(i) The pilot is currently qualified for operations under this part in the particular type airplane and flightcrew member position.
(ii) The pilot has, within the preceding six calendar months, satisfactorily completed an approved training curriculum, except for an upgrade training curriculum in accordance with §§ 121.420 and 121.426, for the particular type airplane.
"
1446|§ 121.441(e)|"§ 121.441   Proficiency checks.
(e) If the pilot being checked fails any of the required maneuvers, the person giving the proficiency check may give additional training to the pilot during the course of the proficiency check. In addition to repeating the maneuvers failed, the person giving the proficiency check may require the pilot being checked to repeat any other maneuvers he finds are necessary to determine the pilot's proficiency. If the pilot being checked is unable to demonstrate satisfactory performance to the person conducting the check, the certificate holder may not use him nor may he serve in operations under this part until he has satisfactorily completed a proficiency check.
"
1447|§ 121.441(f)(1)|"§ 121.441   Proficiency checks.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b) of this part.
(1) The Administrator may authorize a deviation from the proficiency check requirements of paragraphs (a), (b)(1), and (c) of this section based upon a designation of related aircraft in accordance with § 121.418(b) of this part and a determination that the certificate holder can demonstrate an equivalent level of safety.
"
1448|§ 121.441(f)(2)|"§ 121.441   Proficiency checks.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b) of this part.
(2) A request for deviation from paragraphs (a), (b)(1), and (c) of this section must be submitted to the Administrator. The request must include the following:
(i) Identification of aircraft operated by the certificate holder designated as related aircraft.
(ii) Based on review of the related aircraft, the operation, and the duty position:
(A) For recurrent proficiency checks, the frequency of the related aircraft proficiency check, the maneuvers and procedures to be included in the related aircraft proficiency check, and the level of FSTD to be used for each maneuver and procedure.
(B) For qualification proficiency checks, the maneuvers and procedures to be included in the related aircraft proficiency check and the level of FSTD to be used for each maneuver and procedure.
"
1449|§ 121.441(f)(3)|"§ 121.441   Proficiency checks.
(f) Deviation authority based upon designation of related aircraft in accordance with § 121.418(b) of this part.
(3) The administrator may, at any time, terminate a grant of deviation authority issued under this paragraph (f).
"
1450|§ 121.443(a)|"§ 121.443   Pilot in command qualification: Route and airports.
(a) Each certificate holder shall provide a system acceptable to the Administrator for disseminating the information required by paragraph (b) of this section to the pilot in command and appropriate flight operation personnel. The system must also provide an acceptable means for showing compliance with § 121.445.
"
1451|§ 121.443(b)(1)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(1) Weather characteristics appropriate to the season.
"
1452|§ 121.443(b)(2)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(2) Navigation facilities.
"
1453|§ 121.443(b)(3)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(3) Communication procedures, including airport visual aids.
"
1454|§ 121.443(b)(4)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(4) Kinds of terrain and obstructions.
"
1455|§ 121.443(b)(5)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(5) Minimum safe flight levels.
"
1456|§ 121.443(b)(6)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(6) En route and terminal area arrival and departure procedures, holding procedures and authorized instrument approach procedures for the airports involved.
"
1457|§ 121.443(b)(7)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(7) Congested areas and physical layout of each airport in the terminal area in which the pilot will operate.
"
1458|§ 121.443(b)(8)|"§ 121.443   Pilot in command qualification: Route and airports.
(b) No certificate holder may use any person, nor may any person serve, as pilot in command unless the certificate holder has provided that person current information concerning the following subjects pertinent to the areas over which that person is to serve, and to each airport and terminal area into which that person is to operate, and ensures that that person has adequate knowledge of, and the ability to use, the information:
(8) Notices to Airmen.
"
1459|§ 121.445(a)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(a) The Administrator may determine that certain airports (due to items such as surrounding terrain, obstructions, or complex approach or departure procedures) are special airports requiring special airport qualifications and that certain areas or routes, or both, require a special type of navigation qualification.
"
1460|§ 121.445(b)(1)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(b) Except as provided in paragraph (c) of this section, no certificate holder may use any person, nor may any person serve, as pilot in command to or from an airport determined to require special airport qualifications unless, within the preceding 12 calendar months:
(1) The pilot in command or second in command has made an entry to that airport (including a takeoff and landing) while serving as a pilot flight crewmember; or
"
1461|§ 121.445(b)(2)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(b) Except as provided in paragraph (c) of this section, no certificate holder may use any person, nor may any person serve, as pilot in command to or from an airport determined to require special airport qualifications unless, within the preceding 12 calendar months:
(2) The pilot in command has qualified by using pictorial means acceptable to the Administrator for that airport.
"
1462|§ 121.445(c)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(c) Paragraph (b) of this section does not apply when an entry to that airport (including a takeoff or a landing) is being made if the ceiling at that airport is at least 1,000 feet above the lowest MEA or MOCA, or initial approach altitude prescribed for the instrument approach procedure for that airport, and the visibility at that airport is at least 3 miles.
"
1463|§ 121.445(d)(1)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(d) No certificate holder may use any person, nor may any person serve, as pilot in command between terminals over a route or area that requires a special type of navigation qualification unless, within the preceding 12 calendar months, that person has demonstrated qualification on the applicable navigation system in a manner acceptable to the Administrator, by one of the following methods:
(1) By flying over a route or area as pilot in command using the applicable special type of navigation system.
"
1464|§ 121.445(d)(2)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(d) No certificate holder may use any person, nor may any person serve, as pilot in command between terminals over a route or area that requires a special type of navigation qualification unless, within the preceding 12 calendar months, that person has demonstrated qualification on the applicable navigation system in a manner acceptable to the Administrator, by one of the following methods:
(2) By flying over a route or area as pilot in command under the supervision of a check airman using the special type of navigation system.
"
1465|§ 121.445(d)(3)|"§ 121.445   Pilot in command airport qualification: Special areas and airports.
(d) No certificate holder may use any person, nor may any person serve, as pilot in command between terminals over a route or area that requires a special type of navigation qualification unless, within the preceding 12 calendar months, that person has demonstrated qualification on the applicable navigation system in a manner acceptable to the Administrator, by one of the following methods:
(3) By completing the training program requirements of appendix G of this part. 
"
1466|§ 121.447|"§ 121.447   [Reserved]
"
1467|§ 121.453(a)|"§ 121.453   Flight engineer qualifications.
(a) No certificate holder may use any person nor may any person serve as a flight engineer on an airplane unless, within the preceding 6 calendar months, he has had at least 50 hours of flight time as a flight engineer on that type airplane or the certificate holder or the Administrator has checked him on that type airplane and determined that he is familiar and competent with all essential current information and operating procedures. 
"
1468|§ 121.453(b)|"§ 121.453   Flight engineer qualifications.
(b) A flight check given in accordance with § 121.425(a)(2) satisfies the requirements of paragraph (a) of this section. 
"
1469|§ 121.461(a)|"§ 121.461   Applicability.This subpart prescribes - 

(a) Qualifications and duty time limitations for aircraft dispatchers for certificate holders conducting domestic flag operations; and
"
1470|§ 121.461(b)|"§ 121.461   Applicability.This subpart prescribes - 

(b) Duty period limitations and rest requirements for flight attendants used by certificate holders conducting domestic, flag, or supplemental operations.
"
1471|§ 121.463(a)(1)|"§ 121.463   Aircraft dispatcher qualifications.
(a) No certificate holder conducting domestic or flag operations may use any person, nor may any person serve, as an aircraft dispatcher for a particular airplane group unless that person has, with respect to an airplane of that group, satisfactorily completed the following: 
(1) Initial dispatcher training, except that a person who has satisfactorily completed such training for another type airplane of the same group need only complete the appropriate transition training. 
"
1472|§ 121.463(a)(2)|"§ 121.463   Aircraft dispatcher qualifications.
(a) No certificate holder conducting domestic or flag operations may use any person, nor may any person serve, as an aircraft dispatcher for a particular airplane group unless that person has, with respect to an airplane of that group, satisfactorily completed the following: 
(2) Operating familiarization consisting of at least 5 hours observing operations under this part from the flight deck or, for airplanes without an observer seat on the flight deck, from a forward passenger seat with headset or speaker. This requirement may be reduced to a minimum of 2
1/2 hours by the substitution of one additional takeoff and landing for an hour of flight. A person may serve as an aircraft dispatcher without meeting the requirement of this paragraph (a) for 90 days after initial introduction of the airplane into operations under this part. 
"
1473|§ 121.463(b)|"§ 121.463   Aircraft dispatcher qualifications.
(b) No certificate holder conducting domestic or flag operations may use any person, nor may any person serve, as an aircraft dispatcher for a particular type airplane unless that person has, with respect to that airplane, satisfactorily completed differences training, if applicable. 
"
1474|§ 121.463(c)|"§ 121.463   Aircraft dispatcher qualifications.
(c) No certificate holder conducting domestic or flag operations may use any person, nor may any person serve, as an aircraft dispatcher unless within the preceding 12 calendar months the aircraft dispatcher has satisfactorily completed operating familiarization consisting of at least 5 hours observing operations under this part, in one of the types of airplanes in each group to be dispatched. This observation shall be made from the flight deck or, for airplanes without an observer seat on the flight deck, from a forward passenger seat with headset or speaker. The requirement of paragraph (a) of this section may be reduced to a minimum of 2
1/2 hours by the substitution of one additional takeoff and landing for an hour of flight. The requirement of this paragraph may be satisfied by observation of 5 hours of simulator training for each airplane group in one of the simulators approved under § 121.407 for the group. However, if the requirement of paragraph (a) is met by the use of a simulator, no reduction in hours is permitted. 
"
1475|§ 121.463(d)|"§ 121.463   Aircraft dispatcher qualifications.
(d) No certificate holder conducting domestic or flag operations may use any person, nor may any person serve as an aircraft dispatcher to dispatch airplanes in operations under this part unless the certificate holder has determined that he is familiar with all essential operating procedures for that segment of the operation over which he exercises dispatch jurisdiction. However, a dispatcher who is qualified to dispatch airplanes through one segment of an operation may dispatch airplanes through other segments of the operation after coordinating with dispatchers who are qualified to dispatch airplanes through those other segments. 
"
1476|§ 121.463(e)|"§ 121.463   Aircraft dispatcher qualifications.
(e) For the purposes of this section, the airplane groups, terms, and definitions in § 121.400 apply. 
"
1477|§ 121.465(a)|"§ 121.465   Aircraft dispatcher duty time limitations: Domestic and flag operations.
(a) Each certificate holder conducting domestic or flag operations shall establish the daily duty period for a dispatcher so that it begins at a time that allows him or her to become thoroughly familiar with existing and anticipated weather conditions along the route before he or she dispatches any airplane. He or she shall remain on duty until each airplane dispatched by him or her has completed its flight, or has gone beyond his or her jurisdiction, or until he or she is relieved by another qualified dispatcher.
"
1478|§ 121.465(b)(1)|"§ 121.465   Aircraft dispatcher duty time limitations: Domestic and flag operations.
(b) Except in cases where circumstances or emergency conditions beyond the control of the certificate holder require otherwise - 
(1) No certificate holder conducting domestic or flag operations may schedule a dispatcher for more than 10 consecutive hours of duty;
"
1479|§ 121.465(b)(2)|"§ 121.465   Aircraft dispatcher duty time limitations: Domestic and flag operations.
(b) Except in cases where circumstances or emergency conditions beyond the control of the certificate holder require otherwise - 
(2) If a dispatcher is scheduled for more than 10 hours of duty in 24 consecutive hours, the certificate holder shall provide him or her a rest period of at least eight hours at or before the end of 10 hours of duty.
"
1480|§ 121.465(b)(3)|"§ 121.465   Aircraft dispatcher duty time limitations: Domestic and flag operations.
(b) Except in cases where circumstances or emergency conditions beyond the control of the certificate holder require otherwise - 
(3) Each dispatcher must be relieved of all duty with the certificate holder for at least 24 consecutive hours during any seven consecutive days or the equivalent thereof within any calendar month.
"
1481|§ 121.465(c)|"§ 121.465   Aircraft dispatcher duty time limitations: Domestic and flag operations.
(c) Notwithstanding paragraphs (a) and (b) of this section, a certificate holder conducting flag operations may, if authorized by the Administrator, schedule an aircraft dispatcher at a duty station outside of the 48 contiguous States and the District of Columbia, for more than 10 consecutive hours of duty in a 24-hour period if that aircraft dispatcher is relieved of all duty with the certificate holder for at least eight hours during each 24-hour period.
"
1482|§ 121.467(a)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(a) For purposes of this section - 
Calendar day means the period of elapsed time, using Coordinated Universal Time or local time, that begins at midnight and ends 24 hours later at the next midnight.
Duty period means the period of elapsed time between reporting for an assignment involving flight time and release from that assignment by the certificate holder conducting domestic, flag, or supplemental operations. The time is calculated using either Coordinated Universal Time or local time to reflect the total elapsed time.
Flight attendant means an individual, other than a flight crewmember, who is assigned by a certificate holder conducting domestic, flag, or supplemental operations, in accordance with the required minimum crew complement under the certificate holder's operations specifications or in addition to that minimum complement, to duty in an aircraft during flight time and whose duties include but are not necessarily limited to cabin-safety-related responsibilities.
Rest period means the period free of all restraint or duty for a certificate holder conducting domestic, flag, or supplemental operations and free of all responsibility for work or duty should the occasion arise.
"
1483|§ 121.467(b)(1)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(1) Except as provided in paragraphs (b)(4), (b)(5), and (b)(6) of this section, no certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant to a scheduled duty period of more than 14 hours.
"
1484|§ 121.467(b)(2)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(2) Except as provided in paragraph (b)(3) of this section, a flight attendant scheduled to a duty period of 14 hours or less as provided under paragraph (b)(1) of this section must be given a scheduled rest period of at least 9 consecutive hours. This rest period must occur between the completion of the scheduled duty period and the commencement of the subsequent duty period.
"
1485|§ 121.467(b)(3)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(3) The rest period required under paragraph (b)(2) of this section may be scheduled or reduced to 8 consecutive hours if the flight attendant is provided a subsequent rest period of at least 10 consecutive hours; this subsequent rest period must be scheduled to begin no later than 24 hours after the beginning of the reduced rest period and must occur between the completion of the scheduled duty period and the commencement of the subsequent duty period.
"
1486|§ 121.467(b)(4)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(4) A certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant to a scheduled duty period of more than 14 hours, but no more than 16 hours, if the certificate holder has assigned to the flight or flights in that duty period at least one flight attendant in addition to the minimum flight attendant complement required for the flight or flights in that duty period under the certificate holder's operations specifications.
"
1487|§ 121.467(b)(5)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(5) A certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant to a scheduled duty period of more than 16 hours, but no more than 18 hours, if the certificate holder has assigned to the flight or flights in that duty period at least two flight attendants in addition to the minimum flight attendant complement required for the flight or flights in that duty period under the certificate holder's operations specifications.
"
1488|§ 121.467(b)(6)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(6) A certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant to a scheduled duty period of more than 18 hours, but no more than 20 hours, if the scheduled duty period includes one or more flights that land or take off outside the 48 contiguous states and the District of Columbia, and if the certificate holder has assigned to the flight or flights in that duty period at least three flight attendants in addition to the minimum flight attendant complement required for the flight or flights in that duty period under the domestic certificate holder's operations specifications.
"
1489|§ 121.467(b)(7)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(7) Except as provided in paragraph (b)(8) of this section, a flight attendant scheduled to a duty period of more than 14 hours but no more than 20 hours, as provided in paragraphs (b)(4), (b)(5), and (b)(6) of this section, must be given a scheduled rest period of at least 12 consecutive hours. This rest period must occur between the completion of the scheduled duty period and the commencement of the subsequent duty period.
"
1490|§ 121.467(b)(8)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(8) The rest period required under paragraph (b)(7) of this section may be scheduled or reduced to 10 consecutive hours if the flight attendant is provided a subsequent rest period of at least 14 consecutive hours; this subsequent rest period must be scheduled to begin no later than 24 hours after the beginning of the reduced rest period and must occur between the completion of the scheduled duty period and the commencement of the subsequent duty period.
"
1491|§ 121.467(b)(9)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(9) Notwithstanding paragraphs (b)(4), (b)(5), and (b)(6) of this section, if a certificate holder conducting domestic, flag, or supplemental operations elects to reduce the rest period to 10 hours as authorized by paragraph (b)(8) of this section, the certificate holder may not schedule a flight attendant for a duty period of more than 14 hours during the 24-hour period commencing after the beginning of the reduced rest period.
"
1492|§ 121.467(b)(10)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(10) No certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant any duty period with the certificate holder unless the flight attendant has had at least the minimum rest required under this section.
"
1493|§ 121.467(b)(11)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(11) No certificate holder conducting domestic, flag, or supplemental operations may assign a flight attendant to perform any duty with the certificate holder during any required rest period.
"
1494|§ 121.467(b)(12)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(12) Time spent in transportation, not local in character, that a certificate holder conducting domestic, flag, or supplemental operations requires of a flight attendant and provides to transport the flight attendant to an airport at which that flight attendant is to serve on a flight as a crewmember, or from an airport at which the flight attendant was relieved from duty to return to the flight attendant's home station, is not considered part of a rest period.
"
1495|§ 121.467(b)(13)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(13) Each certificate holder conducting domestic, flag, or supplemental operations must relieve each flight attendant engaged in air transportation and each commercial operator must relieve each flight attendant engaged in air commerce from all further duty for at least 24 consecutive hours during any 7 consecutive calendar days.
"
1496|§ 121.467(b)(14)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(b) Except as provided in paragraph (c) of this section, a certificate holder conducting domestic, flag, or supplemental operations may assign a duty period to a flight attendant only when the applicable duty period limitations and rest requirements of this paragraph are met.
(14) A flight attendant is not considered to be scheduled for duty in excess of duty period limitations if the flights to which the flight attendant is assigned are scheduled and normally terminate within the limitations but due to circumstances beyond the control of the certificate holder conducting domestic, flag, or supplemental operations (such as adverse weather conditions) are not at the time of departure expected to reach their destination within the scheduled time.
"
1497|§ 121.467(c)(1)|"§ 121.467   Flight attendant duty period limitations and rest requirements: Domestic, flag, and supplemental operations.
(c) Notwithstanding paragraph (b) of this section, a certificate holder conducting domestic, flag, or supplemental operations may apply the flightcrew member flight time and duty limitations and rest requirements of part 117 of this chapter to flight attendants for all operations conducted under this part provided that - 
(1) The certificate holder establishes written procedures that - 
(i) Apply to all flight attendants used in the certificate holder's operation;
(ii) Include the flightcrew member requirements contained in part 117, as appropriate to the operation being conducted, except that rest facilities on board the aircraft are not required;
(iii) Include provisions to add one flight attendant to the minimum flight attendant complement for each flightcrew member who is in excess of the minimum number required in the aircraft type certificate data sheet and who is assigned to the aircraft under the provisions of part 117, as applicable, of this part;
(iv) Are approved by the Administrator and are described or referenced in the certificate holder's operations specifications; and
"
